Name	Assembly ID	Archaeal_Kingdom	Taxonomy	Completeness	Contamination	Park Quality_Score	Bioproject	Biosample	Environment_Category-ArchaeaHQ	Metagenome_source	geo_loc_name	lat_lon	Isolation_Source	Env_Broad	Env_Local	Env_medium	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	rRNA	tRNA
GCA_965364505.1_ERR2431957_binner12_Refined_86_genomic	GCA_965364505.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;environmental samples;uncultured Nitrosopumilaceae archaeon	91.4	0.12	92.86648186	PRJEB74929	SAMEA118541351	Marine_Sediment	N/A	South Korea	0	marine sediment metagenome	marine sediment	0	soil	0.89	13582	226.3011853	1413049	0.35	1856	4	30
GCA_964598485.1_binchicken_co262_240_genomic	GCA_964598485.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;Candidatus Bathyarchaeia;environmental samples;uncultured Candidatus Bathyarchaeia archaeon	100	3.71	84.15610339	PRJEB82487	SAMEA117392880	Coastal_Estuarine	N/A	USA	0	salt marsh metagenome	terrestrial	0	terrestrial	0.86	258349	252.4481262	2226711	0.42	2535	4	30
GCA_964353725.1_ERP119294_co3_385_genomic	GCA_964353725.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;Candidatus Bathyarchaeia;environmental samples;uncultured Candidatus Bathyarchaeia archaeon	98.86	1.12	95.54024026	PRJEB82487	SAMEA117370889	Terrestrial_Soil	N/A	not provided	0	sediment metagenome	terrestrial	0	terrestrial	0.872	36348	266.6378049	1500627	0.5	1640	4	30
GCA_964595415.1_binchicken_co40_19_genomic	GCA_964595415.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;environmental samples;uncultured Nitrososphaerota archaeon	79.41	0.98	76.59826267	PRJEB82487	SAMEA117371413	Terrestrial_Soil	N/A	India	0	soil metagenome	terrestrial	0	terrestrial	0.871	15015	232.007772	1227280	0.47	1544	4	30
GCA_975968415.1_SJG_BASALT_bin1528_ASM_v1_genomic	GCA_975968415.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;unclassified Nitrosopumilaceae;Nitrosopumilaceae archaeon	86.61	0.32	87.05509374	PRJEB96880	SAMEA120084517	Terrestrial_Soil	N/A	China	0	0	sediments	0	soil	0.899	12308	231.1720621	1734071	0.34	2255	4	30
GCA_054095815.1_ASM5409581v1_genomic	GCA_054095815.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Nitrosopumilus;unclassified Nitrosopumilus;Candidatus Nitrosopumilus sp.	86.51	0.33	87.04381771	PRJNA1377132	SAMN53758169	Marine_Water_Column	seawater metagenome	Baltic Sea	0	Nitrosopumilus enrichment culture from Baltic Sea water	0	0	0	0.923	23315	250.9164384	1187929	0.33	1460	4	30
GCA_002494985.1_ASM249498v1_genomic	GCA_002494985.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Nitrosopumilus;unclassified Nitrosopumilus;Nitrosopumilus sp. UBA527	71.75	0.11	73.49227868	PRJNA348753	SAMN06027226	Animal_Host_Associated	sponge metagenome	missing	0	deep-sea sponge Neamphius huxleyi	0	0	0	0.839	38420	233.0754148	1100973	0.41	1326	4	30
GCA_014962245.1_ASM1496224v1_genomic	GCA_014962245.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Thermosphaera;Thermosphaera chiliense	99.86	0.33	101.2678229	PRJNA668939	SAMN16428067	Terrestrial_Hot_Spring	N/A	Chile:San Fernando	0	hot spring	0	0	0	0.921	1305106	285.9616205	1305106	0.48	1407	3	30
GCA_963699745.1_MFD09779.bin.2.125_genomic	GCA_963699745.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;unclassified Candidatus Bathyarchaeota;Candidatus Bathyarchaeota archaeon	86.1	8.22	47.40397036	PRJEB58634	SAMEA114832761	Unknown	N/A	Denmark	0	sediment	Saltwater	0	not collected	0.817	64260	203.5993678	1878558	0.44	2531	3	30
GCA_964513245.1_SRP323688_co1_251_genomic	GCA_964513245.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;Candidatus Bathyarchaeia;environmental samples;uncultured Candidatus Bathyarchaeia archaeon	99.94	3.5	84.94048803	PRJEB82487	SAMEA117297736	Terrestrial_Soil	N/A	Australia	0	sediment metagenome	terrestrial	0	terrestrial	0.848	100225	266.5106022	2218905	0.48	2358	3	30
GCA_964542205.1_binchicken_co274_15_genomic	GCA_964542205.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaerota incertae sedis;Candidatus Nitrosotenuis;environmental samples;uncultured Candidatus Nitrosotenuis sp.	96.12	0.52	95.67900035	PRJEB82487	SAMEA117383529	Terrestrial_Hot_Spring	N/A	not applicable	0	hot springs metagenome	aquatic	0	aquatic	0.913	20797	247.0264342	1439096	0.45	1778	3	30
GCA_964580405.1_SRP098346_co1_298_genomic	GCA_964580405.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;Candidatus Bathyarchaeia;environmental samples;uncultured Candidatus Bathyarchaeia archaeon	95.06	1.19	91.19114775	PRJEB82487	SAMEA117391465	Freshwater	N/A	Rwanda	0	freshwater metagenome	aquatic	0	aquatic	0.883	14531	280.0317623	1854024	0.53	1952	3	30
GCA_964440495.1_binchicken_co80_166_genomic	GCA_964440495.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;environmental samples;uncultured Nitrososphaeria archaeon	86.44	2.93	74.06848877	PRJEB82487	SAMEA117374203	Deep_Sea_Hydrothermal_Vent	N/A	Mexico	0	hydrothermal vent metagenome	aquatic	0	aquatic	0.935	36056	277.4879261	1249030	0.5	1408	3	30
GCA_975972755.1_SJG_BASALT_bin1525_ASM_v1_genomic	GCA_975972755.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Thermoproteota;unclassified Thermoproteota;Thermoproteota archaeon	92.25	2.03	84.11298045	PRJEB96880	SAMEA120084516	Terrestrial_Soil	N/A	China	0	0	sediments	0	soil	0.85	10616	241.4366058	1723269	0.44	2027	3	30
GCA_937889075.1_ERR2206759_bin.70_CONCOCT_v1.1_MAG_genomic	GCA_937889075.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;environmental samples;uncultured Nitrosopumilaceae archaeon	95.88	0.4	95.85339801	PRJEB51078	SAMEA14074761	Marine_Water_Column	N/A	Baltic Sea	0	marine metagenome	Environmental	Aquatic	Marine	0.909	8847	228.7810304	1286479	0.31	1708	2	30
GCA_963772765.1_MFD02923.bin.1.72_genomic	GCA_963772765.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;unclassified Candidatus Bathyarchaeota;Candidatus Bathyarchaeota archaeon	90.59	1.42	86.23319328	PRJEB58634	SAMEA114813513	Coastal_Estuarine	N/A	Denmark	0	soil	Coastal	0	not collected	0.848	306469	242.8928093	1917470	0.42	2239	2	30
GCA_964354625.1_ERP119294_co4_366_genomic	GCA_964354625.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;Candidatus Bathyarchaeia;environmental samples;uncultured Candidatus Bathyarchaeia archaeon	100	3.08	86.79770688	PRJEB82487	SAMEA117370900	Terrestrial_Soil	N/A	not provided	0	sediment metagenome	terrestrial	0	terrestrial	0.855	24855	253.033584	1765268	0.5	1995	2	30
GCA_964464395.1_SRP290908_co1_399_genomic	GCA_964464395.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;environmental samples;uncultured Nitrososphaera sp.	99.07	0.7	97.98666282	PRJEB82487	SAMEA117286972	Terrestrial_Hot_Spring	N/A	India	0	hot springs metagenome	aquatic	0	aquatic	0.907	68128	242.2524752	1773459	0.54	2222	2	30
GCA_964654315.1_SRP104967_co2_11_genomic	GCA_964654315.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;environmental samples;uncultured Desulfurococcaceae archaeon	95.88	1.42	91.05365963	PRJEB82487	SAMEA117390204	Terrestrial_Hot_Spring	N/A	China	0	hot springs metagenome	aquatic	0	aquatic	0.897	35263	287.270751	1453205	0.43	1518	2	30
GCA_964395645.1_SRP141552_co1_144_genomic	GCA_964395645.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;Candidatus Bathyarchaeia;environmental samples;uncultured Candidatus Bathyarchaeia archaeon	93.3	0.5	92.96314744	PRJEB82487	SAMEA117392004	Deep_Sea_Hydrothermal_Vent	N/A	Mexico	0	hydrothermal vent metagenome	aquatic	0	aquatic	0.941	21198	273.7258753	1017471	0.59	1171	2	30
GCA_964462875.1_SRP141552_co1_135_genomic	GCA_964462875.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;environmental samples;uncultured Nitrososphaerota archaeon	92.24	2.4	82.82733222	PRJEB82487	SAMEA117374250	Deep_Sea_Hydrothermal_Vent	N/A	Mexico	0	hydrothermal vent metagenome	aquatic	0	aquatic	0.897	149508	267.6079189	1846731	0.4	2071	2	30
GCA_964525955.1_binchicken_co80_41_genomic	GCA_964525955.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;Candidatus Bathyarchaeia;environmental samples;uncultured Candidatus Bathyarchaeia archaeon	92.02	2.41	82.10224363	PRJEB82487	SAMEA117383888	Deep_Sea_Hydrothermal_Vent	N/A	Mexico	0	hydrothermal vent metagenome	aquatic	0	aquatic	0.92	18386	255.4434127	1427795	0.55	1723	2	30
GCA_964477685.1_SRP098346_co1_232_genomic	GCA_964477685.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;environmental samples;uncultured Nitrososphaerota archaeon	91.87	0.97	89.16042571	PRJEB82487	SAMEA117390995	Freshwater	N/A	Rwanda	0	freshwater metagenome	aquatic	0	aquatic	0.898	19092	259.4516686	1502275	0.57	1738	2	30
GCA_964499305.1_SRP068000_co4_479_genomic	GCA_964499305.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;Candidatus Bathyarchaeia;environmental samples;uncultured Candidatus Bathyarchaeia archaeon	89.22	3	76.31032095	PRJEB82487	SAMEA117375683	Marine_Sediment	N/A	Denmark	0	marine sediment metagenome	aquatic	0	aquatic	0.87	15158	251.8760908	1986440	0.59	2292	2	30
GCA_964531465.1_SRP163575_co2_204_genomic	GCA_964531465.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;environmental samples;uncultured Nitrososphaeria archaeon	78.96	0.88	76.51045653	PRJEB82487	SAMEA117385861	Deep_Sea_Hydrothermal_Vent	N/A	Atlantic Ocean	0	hydrothermal vent metagenome	aquatic	0	aquatic	0.934	7960	253.5500957	1271065	0.51	1567	2	30
GCA_002504985.1_ASM250498v1_genomic	GCA_002504985.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Thermoproteota;unclassified Thermoproteota;Candidatus Methanomethylicota archaeon UBA156	88.48	0.32	89.4080883	PRJNA348753	SAMN06027504	Wastewater_Biogas_Landfill	hydrocarbon metagenome	Canada:Athabasca Oil Sands	0	waste water	0	0	0	0.878	113809	267.7631579	1178906	0.56	1292	2	30
GCA_027072565.1_ASM2707256v1_genomic	GCA_027072565.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Acidilobales;Acidilobaceae;unclassified Acidilobaceae;Acidilobaceae archaeon	89.87	1.19	85.83474837	PRJNA821212	SAMN27358377	Deep_Sea_Hydrothermal_Vent	hydrothermal vent metagenome	Pacific Ocean: Brothers volcano	0	marine hydrothermal vent	0	0	0	0.883	6753	239.2554651	1887490	0.55	2333	2	30
GCA_938045475.1_S1_Bin_METABAT_125_1_genomic	GCA_938045475.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Sulfolobales;environmental samples;uncultured Sulfolobales archaeon	89.26	0.09	91.29825065	PRJEB50838	SAMEA14074192	Marine_Water_Column	N/A	China	0	seawater	marine biome [ENVO:00000447]	microbial feature [ENVO:00002150]	coastal sea water [ENVO:00002150]	0.871	94733	274.9620991	1294962	0.44	1372	1	30
GCA_937886485.1_ERR2098376_bin.97_CONCOCT_v1.1_MAG_genomic	GCA_937886485.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;environmental samples;uncultured Nitrosopumilaceae archaeon	97.71	1.8	90.85915357	PRJEB51078	SAMEA14074684	Marine_Water_Column	N/A	not provided	0	marine metagenome	Environmental	Aquatic	Marine	0.92	19875	229.5365854	1194485	0.31	1599	1	30
GCA_963725715.1_MFD05942.bin.2.192_genomic	GCA_963725715.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;unclassified Candidatus Bathyarchaeota;Candidatus Bathyarchaeota archaeon	85.37	2.75	74.31569165	PRJEB58634	SAMEA114825434	Terrestrial_Soil	N/A	Denmark	0	soil	Fields	0	not collected	0.822	246254	229.0629713	2205282	0.44	2652	1	30
GCA_964698835.1_PELAGICS-MAG-mu-bin026410-THUNE-SM-10may22_genomic	GCA_964698835.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Nitrosopumilus;Candidatus Nitrosopumilus limneticus	70.84	0.17	71.94200594	PRJEB75477	SAMEA117447194	Freshwater	N/A	Switzerland	0	Thunersee lake	freshwater ecosystem	0	natural lake	0.911	8017	222.3095238	889718	0.3	1218	1	30
GCA_964224745.1_3um_A1Z0723_2.47_genomic	GCA_964224745.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaerota incertae sedis;Candidatus Nitrosopelagicus;unclassified Candidatus Nitrosopelagicus;Candidatus Nitrosopelagicus sp.	73.27	2.31	63.66072086	PRJEB78949	SAMEA115926976	Coastal_Estuarine	N/A	China	0	seawater	aquatic biome	0	estuarine biome	0.926	7611	328.2537931	2308019	0.55	2175	1	30
GCA_964537625.1_ERP119294_co4_423_genomic	GCA_964537625.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;Candidatus Bathyarchaeia;environmental samples;uncultured Candidatus Bathyarchaeia archaeon	92.68	5.13	69.04871325	PRJEB82487	SAMEA117373053	Terrestrial_Soil	N/A	not provided	0	sediment metagenome	terrestrial	0	terrestrial	0.871	10900	261.8434505	2253936	0.47	2504	1	30
GCA_964653295.1_SRP178699_co2_149_genomic	GCA_964653295.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;Candidatus Bathyarchaeia;environmental samples;uncultured Candidatus Bathyarchaeia archaeon	90.84	5.72	64.1493768	PRJEB82487	SAMEA117290056	Freshwater	N/A	Canada	0	lake water metagenome	aquatic	0	aquatic	0.899	6588	237.077185	2780682	0.46	3524	1	30
GCA_964596465.1_binchicken_co27_410_genomic	GCA_964596465.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;Candidatus Bathyarchaeia;environmental samples;uncultured Candidatus Bathyarchaeia archaeon	82.67	1.75	75.92774275	PRJEB82487	SAMEA117383581	Wastewater_Biogas_Landfill	N/A	not provided	0	anaerobic digester metagenome	engineered	0	engineered	0.864	10363	264.3858438	2122745	0.39	2317	1	30
GCA_975906115.1_MWH_BASALT_bin2331_ASM_v1_genomic	GCA_975906115.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Thermoproteota;unclassified Thermoproteota;Thermoproteota archaeon	87.63	1.58	81.72081871	PRJEB96880	SAMEA120084342	Terrestrial_Soil	N/A	China	0	0	sediments	0	soil	0.851	9586	260.7458432	1543711	0.42	1684	1	30
GCA_975851285.1_XD_BASALT_bin2085_ASM_v1_genomic	GCA_975851285.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;Candidatus Bathyarchaeia;Candidatus Bathyarchaeales;Candidatus Bathyarchaeaceae;unclassified Candidatus Bathyarchaeaceae;Candidatus Bathyarchaeaceae archaeon	87.12	0.99	84.24536287	PRJEB96880	SAMEA120086595	Terrestrial_Soil	N/A	China	0	0	sediments	0	soil	0.88	14149	252.242486	1683079	0.47	1963	1	30
GCA_964224585.1_3um_A1Z0729_8.33_genomic	GCA_964224585.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Nitrosopumilus;unclassified Nitrosopumilus;Candidatus Nitrosopumilus sp.	86.29	2.15	77.58144652	PRJEB78949	SAMEA115926935	Coastal_Estuarine	N/A	China	0	seawater	aquatic biome	0	estuarine biome	0.934	12103	318.1931464	2620751	0.53	2568	0	30
GCA_963701895.1_MFD00031.bin.2.47_genomic	GCA_963701895.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;environmental samples;uncultured Nitrososphaeraceae archaeon	98.45	9.92	51.30240644	PRJEB58634	SAMEA114808244	Terrestrial_Soil	N/A	Denmark	0	soil	Forests	0	not collected	0.637	80318	146.402853	6177410	0.31	9043	10	29
GCA_000242875.3_ASM24287v3_genomic	GCA_000242875.3	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Nitrosopumilus;Candidatus Nitrosopumilus salarius;Candidatus Nitrosopumilus salarius BD31	87.11	2.01	79.28612329	PRJNA50075	SAMN00016669	Unknown	N/A	0	0	0	0	0	0	0.896	28330	225.248566	1572957	0.34	2092	6	29
GCA_964584965.1_SRP231805_co4_155_genomic	GCA_964584965.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;Candidatus Bathyarchaeia;environmental samples;uncultured Candidatus Bathyarchaeia archaeon	98.61	2.84	86.76042538	PRJEB82487	SAMEA117385031	Terrestrial_Hot_Spring	N/A	USA	0	hot springs metagenome	aquatic	0	aquatic	0.874	50217	285.1350636	1844498	0.42	1888	5	29
GCA_027078545.1_ASM2707854v1_genomic	GCA_027078545.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;unclassified Nitrososphaeria;Nitrososphaeria archaeon	91.97	0.65	91.74894901	PRJNA821212	SAMN27361079	Deep_Sea_Hydrothermal_Vent	hydrothermal vent metagenome	Pacific Ocean: Lau Basin	0	marine hydrothermal vent	0	0	0	0.926	1142610	301.2251759	1242470	0.52	1279	5	29
GCA_902567315.1_AG-414-B09_genomic	GCA_902567315.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaerota incertae sedis;Marine Group I;environmental samples;uncultured marine group I thaumarchaeote	70.4	0.03	72.54128165	PRJEB33281	SAMEA6075888	Marine_Water_Column	N/A	0	0	marine water	marine	marine layer	marine photic zone	0.937	38244	260.7322212	948518	0.34	1139	4	29
GCA_938049545.1_TrE-25oct19-313_genomic	GCA_938049545.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;unclassified Nitrososphaerota;Nitrososphaerota archaeon	74.63	0.04	76.86323819	PRJEB35640	SAMEA14081577	Freshwater	N/A	Austria	0	Freshwater lake	freshwater lake	large lake	fresh water	0.91	73532	243.5827206	871306	0.31	1088	4	29
GCA_905612425.1_RIS-SAG-22_genomic	GCA_905612425.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Nitrosopumilus;environmental samples;uncultured Candidatus Nitrosopumilus sp.	80.51	0.03	82.60542853	PRJEB35712	SAMEA8535493	Marine_Water_Column	N/A	Antarctica	0	Ocean cavity beneath Ross Ice Shelf	ENVO:01000048	ENVO:00000015	ENVO:00002149	0.898	30964	232.6588235	1054989	0.31	1360	4	29
GCA_963840085.1_MFD05674.bin.1.171_genomic	GCA_963840085.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;Nitrososphaerales;environmental samples;uncultured Nitrososphaerales archaeon	97.08	4.78	75.38798721	PRJEB58634	SAMEA114823502	Freshwater	N/A	Denmark	0	sediment	Freshwater	0	not collected	0.664	26060	165.4456165	6334246	0.29	8532	4	29
GCA_963810665.1_MFD02923.bin.1.1_genomic	GCA_963810665.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;unclassified Candidatus Bathyarchaeota;Candidatus Bathyarchaeota archaeon	96.41	2.04	88.61613908	PRJEB58634	SAMEA114813481	Coastal_Estuarine	N/A	Denmark	0	soil	Coastal	0	not collected	0.816	64905	250.353461	1869350	0.42	2037	4	29
GCA_963714275.1_MFD04408.bin.1.228_genomic	GCA_963714275.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;unclassified Candidatus Bathyarchaeota;Candidatus Bathyarchaeota archaeon	91.11	4.69	70.52811337	PRJEB58634	SAMEA114816071	Freshwater	N/A	Denmark	0	sediment	Freshwater	0	not collected	0.815	544787	200.862854	2643548	0.43	3602	4	29
GCA_963697165.1_MFD09779.bin.2.126_genomic	GCA_963697165.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;unclassified Candidatus Bathyarchaeota;Candidatus Bathyarchaeota archaeon	81.08	2.95	68.88581941	PRJEB58634	SAMEA114832763	Unknown	N/A	Denmark	0	sediment	Saltwater	0	not collected	0.798	129312	210.9275821	1991508	0.41	2527	4	29
GCA_964655075.1_SRP323688_co1_137_genomic	GCA_964655075.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;Candidatus Bathyarchaeia;environmental samples;uncultured Candidatus Bathyarchaeia archaeon	94.29	2.69	83.51986179	PRJEB82487	SAMEA117297699	Terrestrial_Soil	N/A	Australia	0	sediment metagenome	terrestrial	0	terrestrial	0.886	228941	280.9677885	1974165	0.46	2080	4	29
GCA_964440295.1_SRP104967_co1_41_genomic	GCA_964440295.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;environmental samples;uncultured Nitrososphaeria archaeon	89.76	1.7	83.53740201	PRJEB82487	SAMEA117385788	Terrestrial_Hot_Spring	N/A	USA	0	hot springs metagenome	aquatic	0	aquatic	0.903	35876	278.9137311	1285795	0.47	1391	4	29
GCA_975969845.1_MWH_BASALT_bin1026_ASM_v1_genomic	GCA_975969845.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;Candidatus Bathyarchaeia;Candidatus Bathyarchaeales;unclassified Candidatus Bathyarchaeales;Candidatus Bathyarchaeales archaeon	93.91	1.51	88.58849409	PRJEB96880	SAMEA120085779	Terrestrial_Soil	N/A	China	0	0	sediments	0	soil	0.867	28641	262.646645	1676402	0.46	1848	4	29
GCA_027082695.1_ASM2708269v1_genomic	GCA_027082695.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Acidilobales;Acidilobaceae;unclassified Acidilobaceae;Acidilobaceae archaeon	92	0.06	93.85944886	PRJNA821212	SAMN27360759	Deep_Sea_Hydrothermal_Vent	hydrothermal vent metagenome	Pacific Ocean: Lau Basin	0	marine hydrothermal vent	0	0	0	0.864	20840	265.2953114	1311061	0.4	1429	4	29
GCA_963734505.1_MFD05942.bin.2.194_genomic	GCA_963734505.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;unclassified Candidatus Bathyarchaeota;Candidatus Bathyarchaeota archaeon	74.69	0.62	74.19853921	PRJEB58634	SAMEA114825436	Terrestrial_Soil	N/A	Denmark	0	soil	Fields	0	not collected	0.838	164846	223.7794737	1512953	0.45	1900	3	29
GCA_964623205.1_SRP323688_co1_42_genomic	GCA_964623205.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;Candidatus Bathyarchaeia;environmental samples;uncultured Candidatus Bathyarchaeia archaeon	96.15	1.57	90.80030813	PRJEB82487	SAMEA117297766	Terrestrial_Soil	N/A	Australia	0	sediment metagenome	terrestrial	0	terrestrial	0.87	100142	272.6932392	1860205	0.43	1982	3	29
GCA_964436205.1_SRP104967_co2_15_genomic	GCA_964436205.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;environmental samples;uncultured Desulfurococcaceae archaeon	95.77	0.16	97.32514756	PRJEB82487	SAMEA117391012	Terrestrial_Hot_Spring	N/A	China	0	hot springs metagenome	aquatic	0	aquatic	0.879	51321	285.1496063	1355507	0.41	1397	3	29
GCA_002507245.1_ASM250724v1_genomic	GCA_002507245.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;unclassified Candidatus Bathyarchaeota;Candidatus Bathyarchaeota archaeon UBA233	99.13	1.48	93.97250561	PRJNA348753	SAMN06027496	Marine_Sediment	marine sediment metagenome	Pacific Ocean	0	sediment	0	0	0	0.895	30550	277.2463343	1581017	0.41	1705	3	29
GCA_963768425.1_MFD03726.bin.1.202_genomic	GCA_963768425.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;unclassified Candidatus Bathyarchaeota;Candidatus Bathyarchaeota archaeon	91.29	4.97	69.06665931	PRJEB58634	SAMEA114814518	Freshwater	N/A	Denmark	0	sediment	Freshwater	0	not collected	0.81	179192	221.6046897	2958400	0.44	3625	2	29
GCA_963720565.1_MFD00709.bin.2.106_genomic	GCA_963720565.1	Thermoproteati-TACK	root;cellular organisms;Archaea;Thermoproteati;Candidatus Bathyarchaeota;unclassified Candidatus Bathyarchaeota;Candidatus Bathyarchaeota archaeon	88.57	1.82	82.08592077	PRJEB58634	SAMEA114808791	Freshwater	N/A	Denmark	0	sediment	Freshwater	0	not collected	0.828	170546	237.8768473	2090041	0.45	2436	2	29
